amendment_indicator,amendment_indicator_desc,back_reference_schedule_id,back_reference_transaction_id,beneficiary_committee_name,candidate_first_name,candidate_id,candidate_last_name,candidate_middle_name,candidate_name,candidate_office,candidate_office_description,candidate_office_district,candidate_office_state,candidate_office_state_full,candidate_prefix,candidate_suffix,category_code,category_code_full,comm_dt,committee_id,conduit_committee_city,conduit_committee_name,conduit_committee_state,conduit_committee_street1,conduit_committee_street2,conduit_committee_zip,disbursement_amount,disbursement_date,disbursement_description,disbursement_purpose_category,disbursement_type,disbursement_type_description,election_type,election_type_full,entity_type,entity_type_desc,fec_election_type_desc,fec_election_year,file_number,filing_form,image_number,line_number,line_number_label,link_id,load_date,memo_code,memo_code_full,memo_text,memoed_subtotal,national_committee_nonfederal_account,original_sub_id,payee_employer,payee_first_name,payee_last_name,payee_middle_name,payee_occupation,payee_prefix,payee_suffix,pdf_url,recipient_city,recipient_committee_id,recipient_name,recipient_state,recipient_zip,ref_disp_excess_flg,report_type,report_year,schedule_type,schedule_type_full,semi_annual_bundled_refund,spender_committee_designation,spender_committee_org_type,spender_committee_type,sub_id,transaction_id,two_year_transaction_period,unused_recipient_committee_id
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,288.6,2026-06-09,MEAL EXPENSES,TRAVEL,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242657,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242657,WASHINGTON,,CAPITOL HILL CLUB,DC,200031801,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241032,B8DB92917BC8549DCA98,2026,
A,ADD,,,,,,,,,,,,,,,,004,Advertising Expenses ,,C00303305,,,,,,,2235.36,2026-06-09,CONGRESSIONAL BASEBALL SHIRTS,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242657,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242657,WOODWAY,,AD SPECTATIONS,TX,767124108,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241031,B8BF0FF9039EA407E893,2026,
A,ADD,,,,,,,,,,,,,,,,004,Advertising Expenses ,,C00303305,,,,,,,450.0,2026-06-08,EVENT SPONSOR - RALLY EVENT,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242657,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242657,HEARNE,,REPUBLICAN WOMEN OF ROBERTSON COUNTY,TX,778590253,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241030,B442829B9D5D042B19C7,2026,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,206.46,2026-06-04,PHONE SERVICE,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242656,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242656,ATLANTA,,AT&T MOBILITY,GA,303537104,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241029,B842D4AC829F74D4ABB2,2026,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,331.97,2026-06-03,PHONE SERVICE,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242656,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242656,DALLAS,,T-MOBILE,TX,752143926,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241028,B6B667CD0E9B446F78ED,2026,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,2000.0,2026-05-27,PAYROLL,OTHER,,,G2026,,IND,INDIVIDUAL,GENERAL,2026,1994233,F3,202607159875242656,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,JEZIAH,CHERIAN,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242656,LORENA,,"CHERIAN, JEZIAH",TX,76655,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241027,BD9CC15E812E24953AB8,2026,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,92.01,2026-05-23,REIMB: SEE BELOW,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242655,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242655,CAROL STREAM,,CHASE BANK - SOUTHWEST AIRLINES,IL,601976294,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241026,B52E89F2A07BD4AAF994,2026,
A,ADD,SB17,BBBAE10575F6642DD86A,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,26.98,2026-05-21,TRANSPORTATION - SPOUSE,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242660,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,X,,,true,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242660,SAN FRANCISCO,,UBER TECHNOLOGIES INC.,CA,941031355,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241040,B9A4D70C1AB6641F49A5,2026,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,248.68,2026-05-21,REIMB: SEE BELOW,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242654,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242654,THE LAKES,,CITIBANK MASTERCARD,NV,889016417,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241021,B14ADF1CDB8204861A52,2026,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,1240.74,2026-05-20,REIMB: SEE BELOW,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242648,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242648,WASHINGTON,,CITI CARD,DC,200362602,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241004,BA266DECFFAB24CB1BAF,2026,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,1763.44,2026-05-18,REIMB: SEE BELOW,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242644,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242644,WASHINGTON,,CITI CARD,DC,200362602,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570240992,B5E2C213CDDA148FDBB9,2026,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,405.34,2026-05-18,REIMB: SEE BELOW,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242643,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242643,WASHINGTON,,CITI CARD,DC,200362602,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570240988,B42DF9BC88BAE4096827,2026,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,3145.08,2026-05-18,REIMB: SEE BELOW,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242640,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242640,DALLAS,,AMERICAN EXPRESS,TX,752650448,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570240981,B7B383C7B4D2F4640B17,2026,
A,ADD,,,,,,,,,,,,,,,,003,Solicitation and Fundraising Expenses ,,C00303305,,,,,,,3000.0,2026-05-15,CONSULTING: FUNDRAISING,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242640,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242640,ALEXANDRIA,,THE STANTON GROUP,VA,223051736,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570240980,B4DF63262EB6D4A90B06,2026,
A,ADD,SB17,BA266DECFFAB24CB1BAF,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,21.08,2026-05-14,MEETING MEAL EXPENSE,TRAVEL,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242651,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,X,,,true,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242651,WASHINGTON,,JIMMY JOHN'S,DC,202190001,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241012,BFA39F149A04143DFB63,2026,
A,ADD,SB17,BA266DECFFAB24CB1BAF,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,34.37,2026-05-12,MEETING MEAL EXPENSE,TRAVEL,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242648,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,X,,,true,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242648,WASHINGTON,,JIMMY JOHN'S,DC,202190001,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241005,B01D9F62F634547D78A3,2026,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,319.45,2026-05-11,PHONE SERVICE,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242640,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242640,DALLAS,,T-MOBILE,TX,752143926,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570240979,BDB9096E00164491FAE9,2026,
A,ADD,SB17,BA266DECFFAB24CB1BAF,,,,,,,,,,,,,,002,Travel Expenses,,C00303305,,,,,,,10.0,2026-05-08,AIRFARE EXPENSE - SPOUSE,MATERIALS,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242653,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,X,,,true,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242653,FORT WORTH,,AMERICAN AIRLINES,TX,761552605,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241019,B3D426C216711428684C,2026,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,3199.38,2026-05-08,REIMB: SEE BELOW,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242633,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242633,PHILADELPHIA,,AVIATOR BARCLAY MASTERCARD,PA,191013337,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570240959,B929C04C6D04C400C838,2026,
A,ADD,,,CISCOMANI FOR AZ-06,JUAN,H2AZ02360,CISCOMANI,,"CISCOMANI, JUAN",H,HOUSE,06,AZ,ARIZONA,,,011,Political Contributions,,C00303305,,,,,,,2000.0,2026-05-07,POLITICAL CONTRIBUTION,CONTRIBUTIONS,24K,CONTRIBUTION MADE TO NON-AFFILIATED,G2026,,CCM,CAMPAIGN COMMITTEE,GENERAL,2026,1994233,F3,202607159875242662,21,Other Disbursements,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242662,BETHESDA,C00798645,CISCOMANI FOR AZ-06,MD,208240844,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241047,BB90416EB55B243A5BB8,2026,C00798645
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,305.44,2026-05-07,MEAL EXPENSES,TRAVEL,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242633,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242633,WASHINGTON,,CAPITOL HILL CLUB,DC,200031801,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570240958,B302114FA5F9E4039A62,2026,
A,ADD,,,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,196.44,2026-05-05,PHONE SERVICE,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242632,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242632,ATLANTA,,AT&T MOBILITY,GA,303537104,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570240957,B1C3AC2F3A575409FBF3,2026,
A,ADD,,,VAN HILLEARY FOR CONGRESS,W,H4TN04072,HILLEARY,VAN,"HILLEARY, W VAN",H,HOUSE,04,TN,TENNESSEE,,,011,Political Contributions,,C00303305,,,,,,,2000.0,2026-05-04,POLITICAL CONTRIBUTION,CONTRIBUTIONS,24K,CONTRIBUTION MADE TO NON-AFFILIATED,G2026,,CCM,CAMPAIGN COMMITTEE,GENERAL,2026,1994233,F3,202607159875242662,21,Other Disbursements,4071520261534060468,2026-08-06T04:06:36,,,,false,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242662,CROSSVILLE,C00286781,VAN HILLEARY FOR CONGRESS,TN,385570492,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241046,B09BFEF474C0C4478BE1,2026,C00286781
A,ADD,SB17,BBBAE10575F6642DD86A,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,2398.5,2026-05-01,SOFTWARE SUPPORT,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242659,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,X,,,true,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242659,WASHINGTON,,"ARISTOTLE INTERNATIONAL, INC.",DC,200031164,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241037,BE62F5F1CEB794FAEB3F,2026,
A,ADD,SB17,BA266DECFFAB24CB1BAF,,,,,,,,,,,,,,002,Travel Expenses,,C00303305,,,,,,,23.4,2026-05-01,TRAVEL EXPENSE,MATERIALS,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242652,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,X,,,true,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242652,WASHINGTON,,AMTRAK,DC,20002,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241015,B7A2ACE9ECBD0426F98E,2026,
A,ADD,SB17,BA266DECFFAB24CB1BAF,,,,,,,,,,,,,,002,Travel Expenses,,C00303305,,,,,,,26.0,2026-05-01,TRAVEL EXPENSE,MATERIALS,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242651,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,X,,,true,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242651,WASHINGTON,,AMTRAK,DC,20002,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241014,B24A034660BD74EA9A35,2026,
A,ADD,SB17,BA266DECFFAB24CB1BAF,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,33.78,2026-05-01,MEETING MEAL EXPENSE,TRAVEL,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242649,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,X,,,true,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242649,WASHINGTON,,JIMMY JOHN'S,DC,202190001,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241008,B1A24B84E4E1549F68B4,2026,
A,ADD,SB17,B42DF9BC88BAE4096827,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,328.33,2026-05-01,GOOGLE EMAIL,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242643,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,X,,,true,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242643,MOUNTAIN VIEW,,GOOGLE G SUITE,CA,940431351,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570240990,BD757E6B13C7A4E58993,2026,
A,ADD,SB17,BBB3E2FC66028469FB8B,,,,,,,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,C00303305,,,,,,,26.96,2026-04-30,SOFTWARE,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242661,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,X,,,true,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242661,SAN JOSE,,ADOBE INDESIGN,CA,951102704,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241043,B2CE18C7ECF514354921,2026,
A,ADD,SB17,BA266DECFFAB24CB1BAF,,,,,,,,,,,,,,002,Travel Expenses,,C00303305,,,,,,,130.0,2026-04-30,AIRFARE - SPOUSE,OTHER,,,G2026,,ORG,ORGANIZATION,GENERAL,2026,1994233,F3,202607159875242653,17,Operating Expenditures,4071520261534060468,2026-08-06T04:06:36,X,,,true,,,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?202607159875242653,FORT WORTH,,AMERICAN AIRLINES,TX,761552605,,Q2,2026,SB,ITEMIZED DISBURSEMENTS,0.00,P,,H,4080520261570241018,B1C7E277E2CB344F49CA,2026,
